"V1","V2","V3","V4"
-0.0042158203125,-0.0036240234375,-0.0062001953125,-0.0044208984375
-0.00126953125,-0.0016318359375,-0.0050712890625,-0.003947265625
-0.001265625,-0.0017421875,-0.00501171875,-0.005216796875
-0.0013359375,-0.0013154296875,-0.003984375,-0.0003818359375
-0.0020576171875,-0.002322265625,0.0017041015625,-0.0056865234375
7.91015625000001e-05,-0.00637890625,-0.003220703125,-0.0014892578125
-0.0015009765625,0.0011201171875,-0.002205078125,-0.004359375
-0.004232421875,0.00040625,-0.004142578125,-0.00287109375
-0.0025810546875,-0.0009326171875,0.0031162109375,-0.003689453125
0.0025517578125,-0.00243359375,-0.0029560546875,-0.0015986328125
-0.0039423828125,-0.0045556640625,-0.0013349609375,-0.001201171875
-0.0046611328125,-0.0006455078125,-0.0012412109375,-0.003845703125
-0.004078125,-0.0011328125,0.0031025390625,-0.00425390625
-0.0029033203125,-0.0004794921875,-0.00346484375,-0.0041787109375
-0.0037099609375,-0.00293359375,-0.0026298828125,-0.005201171875
0.0005849609375,-0.0031064453125,-0.002203125,-0.00307421875
-0.0034599609375,-0.0026259765625,-0.004115234375,-0.00373046875
-0.0006826171875,-0.0013427734375,-0.000826171875,-0.004009765625
-0.0066533203125,0.0011357421875,0.0030224609375,-0.005818359375
0.00044140625,-0.0033291015625,-0.0036806640625,-0.002013671875
-0.0032724609375,-0.0002294921875,-0.005052734375,-0.0044775390625
-0.0011328125,-0.0029267578125,-0.0009130859375,-0.00215625
-0.0023671875,-0.0008388671875,-0.0014130859375,-0.0025830078125
-0.00360546875,-0.001783203125,0.000857421875,-0.0046943359375
-0.0045537109375,-0.000896484375,-0.0026083984375,-0.0044609375
-0.0001982421875,-0.0040771484375,-0.00187109375,-0.0017822265625
-0.004474609375,-0.001189453125,-0.0020703125,-0.0031728515625
-0.0011123046875,-0.0036689453125,-0.00615234375,-0.001802734375
-0.003927734375,7.2265625e-05,-0.0041416015625,-0.0058310546875
-0.001390625,-0.00271875,-0.00499609375,-0.0024228515625
-0.0036455078125,-0.001880859375,0.0015068359375,-0.005189453125
0.0008427734375,-0.004240234375,-0.0085556640625,-0.0009912109375
-0.004537109375,0.001091796875,-0.0006484375,-0.005439453125
0.000482421875,-0.0066494140625,-0.006708984375,-0.00288671875
-0.00188671875,0.00072265625,-0.00501953125,-0.0047158203125
-0.0005107421875,-0.0049189453125,-0.00334765625,-0.0028642578125
-0.0007001953125,-0.0008408203125,-0.007666015625,-0.00516015625
-0.00162109375,-0.002966796875,0.0004814453125,-0.00389453125
-0.0072412109375,-0.0023330078125,-0.0041318359375,-0.0041806640625
-0.00118359375,-0.003029296875,-0.004810546875,-0.0051328125
-0.004130859375,-0.0005166015625,0.00056640625,-0.005376953125
-0.00200390625,-0.0042412109375,-0.0019423828125,-0.0020185546875
-0.00315625,-0.0025732421875,-0.00033984375,-0.0030302734375
0.000546875,-0.003583984375,-0.002109375,-0.0036435546875
-0.00568359375,-0.000314453125,-0.001001953125,-0.005279296875
0.0005341796875,-0.004943359375,-0.002732421875,-0.000599609375
-0.002689453125,-0.001654296875,-0.0009716796875,-0.000310546875
-0.00258984375,-0.002064453125,-0.00017578125,-0.003416015625
-1.17187499999998e-05,-0.0010966796875,-0.001619140625,-0.0017265625
-0.003998046875,-0.001015625,-0.0004736328125,-0.00354296875
-0.0002294921875,-0.0026279296875,-0.002982421875,-0.0023134765625
-0.004615234375,0.00148046875,0.0016337890625,-0.0046796875
0.0008427734375,-0.0012802734375,-0.001109375,8.7890624999999e-06
-0.0096318359375,-0.0001044921875,-0.0028994140625,-0.005404296875
0.0020419921875,-0.0040849609375,0.001939453125,3.90625000000012e-06
-0.0033505859375,0.0015517578125,-0.0022939453125,-0.0054833984375
-0.0014453125,-0.00376953125,-0.00375,-0.001611328125
-0.006443359375,0.0007919921875,0.0071298828125,-0.00570703125
0.0012646484375,-0.000572265625,-0.0040625,-0.0013701171875
-0.00440625,-0.0010390625,-0.0008232421875,-0.0030107421875
-0.0023525390625,-0.0025185546875,-0.0035625,-0.0024853515625
-0.0021552734375,-0.0004912109375,0.001587890625,-0.003123046875
-0.0025537109375,-0.0020986328125,-0.003427734375,-0.00360546875
-0.0054287109375,-0.0027265625,-3.80859375000001e-05,-0.0044482421875
-0.000859375,-0.0029169921875,-0.0045390625,-0.0012265625
-0.00203515625,-0.0017822265625,-0.00080078125,-0.0021220703125
-0.00090625,-0.00170703125,-0.004396484375,-0.002689453125
-0.00540625,-0.001791015625,0.00450390625,-0.002958984375
0.0001435546875,-0.0028681640625,-0.00116015625,-0.0008408203125
-0.0022109375,-0.001728515625,-0.0016962890625,-0.001013671875
0.0019072265625,-0.0001171875,-0.00105859375,-0.000751953125
-0.0032060546875,-0.000587890625,0.0020263671875,-0.00472265625
-0.002205078125,0.0002822265625,0.0005498046875,-0.0038583984375
-0.0004677734375,-0.0023974609375,-0.0026513671875,-0.0009560546875
-0.0016787109375,-0.00326953125,-0.0021650390625,-0.001986328125
-0.0022294921875,-0.0015986328125,-0.00134375,-0.005625
-0.0005478515625,-0.0014619140625,-0.0017099609375,-0.00125390625
-0.00419140625,0.00108984375,-0.0014638671875,-0.0048564453125
0.0010615234375,-0.0023828125,0.0017529296875,-0.0022421875
-0.003072265625,0.0005966796875,-0.005212890625,-0.0039296875
0.002283203125,-0.006369140625,-0.0028349609375,-0.0010908203125
-0.003666015625,0.00052734375,0.000689453125,-0.005701171875
-0.000103515625,-0.0025537109375,-0.0037275390625,-0.002298828125
-0.007775390625,0.0017607421875,0.0022197265625,-0.0056806640625
0.0018447265625,-0.002693359375,0.0016484375,-0.001857421875
0.0003740234375,-0.0058271484375,5.859375e-05,0.0008837890625
-0.002259765625,-0.003431640625,-0.0009501953125,-0.002998046875
-0.004330078125,-0.00121875,-0.0044716796875,-0.00233984375
-0.0040078125,-0.0006005859375,0.001701171875,-0.0040234375
-0.0017255859375,-0.00458984375,-0.0023505859375,-0.0030166015625
-0.000302734375,-0.0012470703125,-0.0037119140625,-0.0033408203125
-0.0010810546875,-0.0041826171875,-0.0034951171875,-0.0031572265625
-0.002671875,0.0017314453125,-0.002072265625,-0.0042236328125
-0.006013671875,0.003578125,0.0051630859375,-0.0037705078125
-0.001734375,-0.0046640625,-0.0071630859375,-0.0017412109375
0.000962890625,-0.0029638671875,-0.0017490234375,-0.0004521484375
-0.001494140625,-0.0012783203125,-0.0028857421875,-0.00441796875
-0.0009794921875,-0.0032353515625,-0.0007314453125,-0.001765625
-0.00278125,0.003861328125,0.000912109375,-0.0029384765625
0.001494140625,-0.0043828125,-0.0052373046875,-0.0009970703125
-0.00312109375,0.0004326171875,0.0013916015625,-0.0033095703125
0.00440625,-0.0051669921875,-0.005630859375,-0.0015400390625
-0.00283203125,0.00129296875,-0.0006083984375,-0.0054326171875
0.00212109375,-0.003251953125,-0.0030126953125,-0.003384765625
-0.00615234375,0.0012255859375,-0.002283203125,-0.0061318359375
-0.0007744140625,-0.0011416015625,-0.0032099609375,-0.0016240234375
0.0004345703125,-0.0055537109375,-0.0031005859375,-0.0008955078125
-0.0032509765625,0.00044921875,0.0001826171875,-0.0015869140625
-0.00113671875,-0.00334765625,-0.002603515625,-0.002404296875
-0.0071826171875,0.000853515625,0.00272265625,-0.0025869140625
-0.0023671875,-0.00341015625,-0.0013662109375,-0.0013828125
-4.4921875e-05,-0.0013681640625,-0.00197265625,-0.0010908203125
-0.0004658203125,-0.0025966796875,0.001083984375,-0.001181640625
-0.0017060546875,0.00103125,-0.003119140625,-0.0026337890625
-0.0044189453125,-0.0019326171875,-0.0019990234375,-0.003505859375
-0.000716796875,-0.0047626953125,-0.002001953125,-0.00290234375
-0.0037158203125,-0.0025576171875,-0.003931640625,-0.0014140625
-0.002669921875,-0.001115234375,-0.0022939453125,-0.0028701171875
-0.000595703125,-0.0025205078125,-0.0018359375,-0.0010341796875
-0.0045732421875,-0.0012138671875,-0.0009716796875,-0.0037314453125
-0.003638671875,-0.001138671875,-0.001513671875,-0.00212890625
-0.0021630859375,0.0006181640625,-0.0021025390625,-0.0049384765625
0.0031142578125,-0.004111328125,-0.0059052734375,-0.00070703125
-0.0058427734375,0.001986328125,0.000705078125,-0.00684375
0.001181640625,-0.003041015625,-0.0008330078125,-0.0011376953125
0.000654296875,-0.00265234375,0.0015927734375,0.000556640625
-0.003205078125,-6.64062499999999e-05,-0.00298828125,-0.00273046875
-0.00261328125,-2.44140624999997e-05,-0.005365234375,-0.00025
-0.0022412109375,0.0008974609375,-0.0013857421875,-0.0020478515625
-0.0042587890625,-0.0042998046875,-0.0045634765625,0.0009755859375
-0.00199609375,0.0019716796875,-0.0008955078125,-0.00359375
0.002056640625,-0.0024580078125,-0.00139453125,-8.30078125e-05
-0.0034072265625,0.00502734375,0.0077646484375,-0.0033271484375
-0.0023291015625,-0.0019580078125,-0.00280859375,-0.00211328125
-0.0036484375,0.002052734375,0.00115234375,-0.004115234375
0.00371875,-0.00512890625,0.00058203125,0.0001435546875
-0.00691015625,0.0018076171875,-0.0021357421875,-0.00691796875
6.83593749999999e-06,-0.002318359375,-0.004587890625,-0.0006142578125
-0.0027529296875,-0.000388671875,-0.0011220703125,-0.0046708984375
-0.0017626953125,-0.0033662109375,-0.001359375,-0.001892578125
-0.0035830078125,8.78906249999999e-05,-0.0013623046875,-0.005021484375
-0.0012109375,-0.00466015625,-0.0004169921875,-0.003130859375
-0.0034482421875,0.0017421875,-0.002787109375,-0.00363671875
-0.00026171875,-0.0012841796875,-0.0017802734375,-0.00393359375
-0.0011318359375,-0.0010009765625,-0.0024228515625,-0.00437890625
-0.00036328125,-0.003111328125,-0.001322265625,-0.0004765625
-0.0035068359375,0.001013671875,0.001775390625,-0.004162109375
-0.0007392578125,-0.004794921875,-0.0027861328125,0.0006416015625
-0.005197265625,-0.001228515625,-0.0016435546875,-0.0037685546875
-0.0022421875,-0.0031357421875,-0.0021064453125,-0.00013671875
-0.00259765625,0.003685546875,-0.0049091796875,-0.003431640625
0.002099609375,-0.0061689453125,-0.0050361328125,-0.000255859375
-0.00489453125,-0.0017451171875,-0.000587890625,-0.0044482421875
-0.00278125,-0.0023837890625,-0.0059638671875,-0.001404296875
-0.00175,-0.005267578125,-0.0048759765625,-0.002736328125
-0.001509765625,0.0012802734375,-0.002765625,-0.0046884765625
-0.0009755859375,0.0010107421875,-0.000134765625,-0.0035380859375
-0.000994140625,-0.002654296875,-0.001849609375,-0.0022041015625
-0.003107421875,-0.0023486328125,-2.05078124999998e-05,-0.00379296875
-0.0020615234375,0.0005869140625,-0.003287109375,-0.0035595703125
0.0005185546875,-0.001626953125,-0.0004501953125,-0.0021572265625
-0.00214453125,-0.0022900390625,-0.0008798828125,-0.002572265625
-0.0047353515625,-0.0008759765625,-0.000869140625,-0.005068359375
-0.0016689453125,-0.0013154296875,0.0011201171875,-0.0046162109375
-0.00328125,-0.0029677734375,-0.00133203125,-0.00308984375
0.00135546875,-0.002650390625,-0.0051123046875,-0.0024541015625
-0.0018544921875,-0.002318359375,-0.00565234375,-0.0022568359375
-0.0037314453125,0.0017978515625,-0.003392578125,-0.0043203125
-0.0007705078125,-0.00386328125,-0.003552734375,-0.0016640625
-0.0034443359375,0.0028115234375,0.001544921875,-0.00436328125
-0.002478515625,-0.0016767578125,-0.007255859375,-0.000947265625
-0.0027236328125,0.0002900390625,1.66015625000002e-05,-0.005005859375
0.005197265625,-0.00399609375,0.000333984375,0.0013212890625
-0.0066640625,-0.001892578125,-0.000904296875,-0.003962890625
-0.0017255859375,-0.0049580078125,-0.00072265625,-0.0032509765625
-0.0030322265625,-0.0042958984375,-0.00135546875,-0.0030390625
-0.0021435546875,-0.0013134765625,-0.002794921875,-0.002794921875
-0.0043388671875,-0.0012861328125,0.0001591796875,-0.0045654296875
0.0004189453125,-0.0023603515625,-0.0042158203125,-0.0010654296875
-0.0010908203125,-0.0015712890625,-0.0027021484375,-0.0032255859375
-0.000171875,-0.0023310546875,-0.00165625,-0.0035810546875
-0.0030693359375,-0.00264453125,-0.00132421875,-0.0031005859375
-0.0009873046875,-0.0039296875,-0.0026044921875,-0.0025625
-0.0031171875,0.00080078125,-0.00264453125,-0.0069619140625
-0.001453125,-0.0033232421875,0.0034951171875,-0.0036904296875
-0.001904296875,0.0004609375,-0.005087890625,-0.0022509765625
0.000169921875,-0.0004736328125,-0.0067041015625,-0.001923828125
-0.0027666015625,-0.001517578125,0.00042578125,-0.0012373046875
-0.0007001953125,-0.003509765625,-0.0007900390625,-0.0007119140625
5.85937499999993e-06,-0.004384765625,-0.00336328125,-0.000451171875
-0.001947265625,-4.00390625000001e-05,-0.003375,-0.0024833984375
-0.0038955078125,-0.002421875,0.001787109375,-0.0036552734375
-0.0035322265625,-0.001822265625,-0.002564453125,-0.00365234375
-0.0012353515625,-0.0029951171875,-0.00054296875,-0.0034326171875
-0.0017236328125,-0.0020107421875,-0.0005419921875,-0.0035107421875
-0.0015830078125,-0.0044375,-0.0013203125,-0.0021513671875
0.00050390625,-0.001755859375,-0.0031474609375,-0.003173828125
-0.0044541015625,-0.00076171875,0.0005791015625,-0.0047421875
0.0004677734375,-0.003361328125,-0.005478515625,-0.0007783203125
-0.0006318359375,-0.0036328125,-0.0021669921875,-0.0032998046875
0.0020009765625,-0.0034150390625,-0.0047275390625,-0.00346875
-0.0024052734375,-0.00025390625,-0.001638671875,-0.0031787109375
-0.003197265625,0.0005224609375,0.000578125,-0.003814453125
-0.002091796875,-0.0012265625,-0.002822265625,-0.0036494140625
-0.0021806640625,-0.0024443359375,0.00244921875,-0.0039716796875
-0.001279296875,-0.0029130859375,-0.00346484375,-0.0028447265625
0.0003955078125,-0.0028408203125,-0.001791015625,-0.0011904296875
-0.001162109375,-0.00103515625,-0.00398828125,-0.002521484375
-0.0054462890625,-0.0005986328125,0.00082421875,-0.0051318359375
-0.0020712890625,-0.0019443359375,-0.0013544921875,-0.0025263671875
-0.0021064453125,-0.00185546875,-0.0059306640625,-0.0022802734375
-0.002654296875,-0.0020244140625,0.004490234375,-0.0019921875
-0.002810546875,-0.0008828125,2.34375000000001e-05,-0.0021708984375
-0.003814453125,-2.14843750000001e-05,-0.0016689453125,-0.003134765625
-0.0023193359375,-0.0010556640625,-0.007478515625,-0.002962890625
-0.004654296875,0.0017119140625,0.0018740234375,-0.00471875
-0.0007060546875,-0.007896484375,-0.000521484375,-0.0013447265625
-0.0047685546875,-0.0013955078125,-0.00254296875,-0.0066064453125
-0.0018896484375,-0.0025498046875,-0.00184375,-0.002333984375
-0.004396484375,0.000380859375,0.0016240234375,-0.00564453125
0.0011455078125,-0.006359375,-0.0048046875,1.7578125e-05
-0.00474609375,0.00015234375,-0.0012587890625,-0.004130859375
-0.003025390625,-0.003451171875,-0.0032529296875,-0.004279296875
-0.002375,0.000287109375,-0.0010068359375,-0.00373828125
-0.0003408203125,-0.001431640625,-0.0051455078125,-0.0032724609375
0.001107421875,-0.004806640625,-0.0078623046875,-0.0002880859375
-0.0047490234375,-0.0009697265625,-0.0021484375,-0.0032802734375
0.000310546875,-0.0012880859375,-0.0020478515625,-0.000505859375
-0.000890625,-0.0046845703125,-0.0014814453125,-0.0023466796875
-0.0017421875,0.0002763671875,-0.00070703125,-0.004126953125
-0.00258984375,-0.001951171875,0.00191015625,-0.004009765625
-0.00138671875,0.000251953125,-0.0011171875,-0.002716796875
0.0006044921875,-0.002533203125,-0.0009931640625,-0.0025322265625
-0.001865234375,0.0032412109375,0.002330078125,-0.0021396484375
-0.0020439453125,-0.003123046875,-0.003751953125,-0.00209375
0.002455078125,-0.000439453125,-0.00297265625,-0.0020693359375
-0.0028984375,0.00062109375,-0.002404296875,-0.0030166015625
0.0020390625,-0.00255859375,-0.0045927734375,-0.0025849609375
0.0009052734375,0.0003427734375,-0.00234375,-0.0031982421875
-0.0009140625,-0.0042451171875,-0.0004287109375,-0.003234375
0.000140625,0.0007412109375,-0.0015,-0.0032900390625
-0.0047705078125,-0.00031640625,0.000876953125,-0.0051552734375
-0.00155859375,-0.0011396484375,0.0002431640625,-0.004328125
-0.00326171875,-7.51953125e-05,-0.0037841796875,-0.00485546875
0.0004287109375,-0.0025712890625,-0.0022734375,-0.0021328125
0.0002783203125,-0.00567578125,-0.0008193359375,0.00055859375
-0.005126953125,0.00162890625,0.00015625,-0.0029580078125
-0.001556640625,-0.003693359375,-0.002125,-0.00173828125
-0.002974609375,-0.0020849609375,-0.002236328125,-0.0028935546875
-0.004833984375,-0.000935546875,-0.002365234375,-0.002740234375
-0.0004453125,-0.0038828125,-0.00125390625,-0.0030380859375
0.0004912109375,-0.0010732421875,-0.0006083984375,-0.00078515625
0.0006865234375,-0.0044052734375,-0.0036650390625,-0.000236328125
-0.0024091796875,-0.003564453125,-0.002712890625,-0.00292578125
-0.0042861328125,-0.00201953125,-0.0023486328125,-0.0042802734375
-0.000544921875,-0.0032119140625,-0.0042705078125,-0.0013896484375
-0.006060546875,0.001375,0.003818359375,-0.0067001953125
0.00324609375,-0.0041279296875,-0.0077265625,-0.0006884765625
-0.00523828125,-0.0013251953125,-0.0004521484375,-0.0053056640625
-0.0009150390625,-0.002154296875,-0.002810546875,-0.0031142578125
-0.0061337890625,0.0014677734375,0.0032451171875,-0.0086396484375
0.0026904296875,-0.0033505859375,-0.0047783203125,-0.0006767578125
-0.007,0.002443359375,0.0022685546875,-0.005013671875
-0.001083984375,-0.0005849609375,-0.0021494140625,-0.0040341796875
-0.0062216796875,0.001208984375,-0.000794921875,-0.0041162109375
-0.003748046875,-0.00030078125,0.000115234375,0.0001865234375
0.00104296875,-0.00562109375,-0.0021455078125,-0.0007177734375
-0.00168359375,-0.0006689453125,-0.0046767578125,-0.001607421875
-0.0014619140625,0.0017001953125,0.00076953125,-0.002994140625
-9.37500000000001e-05,0.0013564453125,-0.0051904296875,-0.0026630859375
-0.0015849609375,-0.0040400390625,-0.0063193359375,-0.002115234375
-0.003783203125,-0.0016083984375,-3.12499999999997e-05,-0.00316796875
-0.001548828125,-0.0028525390625,-0.0051240234375,-0.00294140625
-0.000326171875,-0.00036328125,-0.0051845703125,-0.0031318359375
-0.0040400390625,0.0026240234375,0.001662109375,-0.0038720703125
-3.02734374999999e-05,-0.0020439453125,0.0008759765625,-0.003541015625
-0.00205078125,2.92968750000001e-05,-0.0060703125,-0.0045419921875
-0.001423828125,-3.61328124999999e-05,-0.00249609375,-0.0042548828125
-0.0030146484375,4.68750000000002e-05,0.0017734375,-0.0038447265625
-0.0017802734375,9.96093749999999e-05,-0.001181640625,-0.0051552734375
0.00078515625,-0.0025322265625,0.0010439453125,-0.0029892578125
-0.003201171875,-0.001119140625,0.0035546875,-0.00621484375
0.0004931640625,-0.0029375,-0.004236328125,-0.0031962890625
-0.00330859375,-0.00198046875,-0.0009462890625,-0.004263671875
0.0003388671875,-0.004173828125,-0.002728515625,-0.00399609375
0.00053125,-0.003787109375,-0.001611328125,-0.0010048828125
-0.002337890625,0.0027412109375,0.0037275390625,-0.002623046875
-0.005087890625,-0.00130078125,0.0003203125,-0.003025390625
0.0004140625,-9.76562499999661e-07,-0.0006845703125,-0.003771484375
-0.001646484375,-0.00361328125,-0.0008095703125,-0.000908203125
-0.000962890625,-0.002095703125,-0.0019287109375,-0.000203125
-0.00187109375,-0.0015537109375,0.000982421875,-0.0015361328125
-0.0042919921875,0.0014013671875,-0.0014228515625,-0.0043515625
-0.0016513671875,-0.00384765625,-0.0023359375,-0.001787109375
-0.0043671875,-0.000802734375,-0.0038984375,-0.00214453125
0.0008095703125,-0.0021005859375,-0.003478515625,-0.001681640625
-0.00465625,-0.00341796875,-0.0013662109375,-0.0034677734375
0.0020185546875,-0.003412109375,-0.0075673828125,0.0002314453125
-0.0058681640625,0.0045947265625,-0.003248046875,-0.005357421875
0.00055859375,-0.003623046875,-0.001095703125,-0.0023193359375
-0.004173828125,0.0017431640625,-0.002373046875,-0.0029228515625
0.0002998046875,-0.00283984375,-0.006349609375,-0.0036396484375
-0.0037734375,5.56640625000004e-05,0.0014365234375,-0.0059033203125
-0.001775390625,-0.0023134765625,-0.00010546875,-0.0044970703125
-0.002509765625,-0.0002763671875,-0.000712890625,-0.0034296875
0.000666015625,-0.0022099609375,-0.0012412109375,-0.0002373046875
-0.0005517578125,-0.0033818359375,-0.00630078125,3.61328125000001e-05
-0.0035732421875,-0.0022392578125,0.00276953125,-0.004240234375
-0.0003486328125,-0.00373828125,-0.004048828125,-0.000703125
-0.0016806640625,-0.0008408203125,0.001216796875,-0.00309375
-0.0020712890625,-0.0031181640625,0.0007158203125,-0.0006240234375
-0.00344921875,1.85546874999999e-05,-0.0017421875,-0.0044931640625
-0.0015966796875,-0.000181640625,-0.0023994140625,-0.002494140625
0.0004736328125,-0.0024560546875,0.001302734375,-0.002736328125
-0.002005859375,-0.0001552734375,-0.00171484375,-0.0017470703125
0.000578125,-0.0023427734375,-0.0025146484375,-0.0029873046875
-0.0033642578125,-0.001619140625,-0.0026484375,-0.003138671875
-0.0043056640625,0.0015634765625,-0.0002822265625,-0.00337890625
-0.0003310546875,-0.004181640625,-0.0034677734375,-0.002916015625
-0.0035302734375,-0.00039453125,-0.001767578125,-0.00450390625
-0.0002392578125,-0.0036103515625,-0.0020546875,-0.002279296875
-0.0049150390625,0.000109375,0.0013544921875,-0.0042470703125
0.00458203125,-0.00287109375,0.002015625,-0.00256640625
-0.0115263671875,0.0048427734375,0.0011435546875,-0.007421875
0.0039541015625,-0.006591796875,-0.0085517578125,-0.0015205078125
-0.002205078125,-0.0002333984375,-0.00255078125,-0.0002939453125
-0.000546875,-0.0024765625,-0.0012333984375,-0.0022666015625
-0.006134765625,0.00112109375,-0.0025693359375,-0.0030712890625
-0.0005888671875,-0.00612890625,-0.0029892578125,-0.001533203125
-0.0017890625,-0.002037109375,-0.00212890625,-0.0012216796875
-0.0039921875,-0.0027451171875,-0.001353515625,-0.0015126953125
-0.0018203125,-0.0048056640625,-0.0010869140625,-0.003408203125
-0.0049345703125,-0.0011103515625,-0.0027119140625,-0.0036904296875
0.00126171875,-0.0011484375,-0.0044658203125,-0.0033564453125
-0.005431640625,-0.001673828125,0.000947265625,-0.0047119140625
0.0008955078125,-0.0047802734375,-0.007228515625,-0.0020517578125
-0.0069462890625,0.000951171875,0.0007099609375,-0.0047255859375
-0.000126953125,-0.0038603515625,-0.0037333984375,-0.0022421875
-0.0055283203125,0.0027109375,0.0007607421875,-0.0041298828125
0.00151171875,-0.0041533203125,-0.0055341796875,-0.0022060546875
-0.003861328125,-0.00159375,0.0005302734375,-0.003859375
-0.0016083984375,-0.0023193359375,-0.0002451171875,-0.0036552734375
-0.0075087890625,0.001294921875,-0.0024951171875,-0.0057275390625
-8.984375e-05,-0.002232421875,-0.0016513671875,-0.0027373046875
-0.00569921875,-0.0002578125,0.0017626953125,-0.00509375
-0.002828125,-0.000849609375,-0.0017275390625,-0.0020986328125
-0.00426171875,-0.0024365234375,-0.000296875,-0.0042431640625
0.0010341796875,-0.0024091796875,0.003666015625,-0.001212890625
-0.0053984375,0.0023173828125,-0.00083984375,-0.003556640625
0.0012021484375,-0.002080078125,-0.0049638671875,-0.00202734375
-0.003548828125,0.0024638671875,7.61718749999999e-05,-0.00457421875
0.00032421875,-0.0053662109375,-0.00349609375,0.0006083984375
-0.0031357421875,0.0017412109375,0.0021728515625,-0.0056171875
0.001068359375,-0.00215625,-0.0038583984375,-0.0008349609375
-0.005181640625,0.0015380859375,0.0015615234375,-0.0032060546875
0.001515625,-0.00501953125,-0.004380859375,-0.0003935546875
-0.006435546875,-0.0002490234375,-0.003041015625,-0.00297265625
-0.0021142578125,-0.0003662109375,-0.00052734375,-0.003453125
-0.0037939453125,0.00108984375,-0.0037041015625,-0.0023203125
-0.0019248046875,-0.0011103515625,-0.0001318359375,-0.003431640625
-0.0049501953125,-0.00060546875,-0.003599609375,-0.0051181640625
-0.0010947265625,-0.0013701171875,-0.008064453125,-0.004154296875
-0.002005859375,-0.001275390625,-0.0020498046875,-0.0030205078125
-0.000171875,-0.001439453125,0.0009482421875,-0.004580078125
-0.003521484375,0.0022587890625,0.0037607421875,-0.005193359375
-0.0005546875,-0.0025400390625,-0.00555078125,-0.000259765625
-0.0049892578125,-0.0020107421875,-0.001931640625,-0.00394921875
0.0035859375,-0.0052548828125,-0.00853125,-0.00020703125
-0.003234375,0.001353515625,0.003095703125,-0.0031298828125
0.001080078125,-0.003517578125,-0.003390625,-0.00167578125
-0.0064375,0.0005283203125,0.000615234375,-0.0054599609375
0.00444921875,-0.0048828125,-0.0063955078125,0.0002431640625
-0.004861328125,0.0008564453125,-0.0043857421875,-0.0030634765625
0.0011650390625,-0.0029912109375,-0.001294921875,-0.0027822265625
-0.004630859375,-0.0024921875,0.0021552734375,-0.0042216796875
6.93359375e-05,0.000857421875,-0.001373046875,-0.001984375
-0.0026953125,6.24999999999998e-05,0.0023818359375,-0.0034755859375
-0.0001728515625,-0.0024814453125,-0.0006142578125,-0.0033427734375
0.0003095703125,-0.0018505859375,-0.0007021484375,-0.0036826171875
-0.0058330078125,-0.0027900390625,0.0029111328125,-0.003431640625
-0.0016044921875,0.0010029296875,-0.0057724609375,-0.004689453125
-0.0030234375,-0.002564453125,-0.003232421875,-0.0036181640625
-0.001451171875,-0.0009326171875,-0.0056640625,-0.0038837890625
0.00051953125,-0.004251953125,-0.000767578125,-0.0025185546875
