"","x"
"192",0.0009755859375
"193",0.000994140625
"194",0.003107421875
"195",0.0020615234375
"196",0.0005185546875
"197",0.00214453125
"198",0.0047353515625
"199",0.0016689453125
"200",0.00328125
"201",0.00135546875
"202",0.0018544921875
"203",0.0037314453125
"204",0.0007705078125
"205",0.0034443359375
"206",0.002478515625
"207",0.0027236328125
"208",0.005197265625
"209",0.0066640625
"210",0.0017255859375
"211",0.0030322265625
"212",0.0021435546875
"213",0.0043388671875
"214",0.0004189453125
"215",0.0010908203125
"216",0.000171875
"217",0.0030693359375
"218",0.0009873046875
"219",0.0031171875
"220",0.001453125
"221",0.001904296875
"222",0.000169921875
"223",0.0027666015625
"224",0.0007001953125
"225",5.85937499999993e-06
"226",0.001947265625
"227",0.0038955078125
"228",0.0035322265625
"229",0.0012353515625
"230",0.0017236328125
"231",0.0015830078125
"232",0.00050390625
"233",0.0044541015625
"234",0.0004677734375
"235",0.0006318359375
"236",0.0020009765625
"237",0.0024052734375
"238",0.003197265625
"239",0.002091796875
"240",0.0021806640625
"241",0.001279296875
"242",0.0003955078125
"243",0.001162109375
"244",0.0054462890625
"245",0.0020712890625
"246",0.0021064453125
"247",0.002654296875
"248",0.002810546875
"249",0.003814453125
"250",0.0023193359375
"251",0.004654296875
"252",0.0007060546875
"253",0.0047685546875
"254",0.0018896484375
"255",0.004396484375
"256",0.0011455078125
"257",0.00474609375
"258",0.003025390625
"259",0.002375
"260",0.0003408203125
"261",0.001107421875
"262",0.0047490234375
"263",0.000310546875
"264",0.000890625
"265",0.0017421875
"266",0.00258984375
"267",0.00138671875
"268",0.0006044921875
"269",0.001865234375
"270",0.0020439453125
"271",0.002455078125
"272",0.0028984375
"273",0.0020390625
"274",0.0009052734375
"275",0.0009140625
"276",0.000140625
"277",0.0047705078125
"278",0.00155859375
"279",0.00326171875
"280",0.0004287109375
"281",0.0002783203125
"282",0.005126953125
"283",0.001556640625
"284",0.002974609375
"285",0.004833984375
"286",0.0004453125
"287",0.0004912109375
"288",0.0006865234375
"289",0.0024091796875
"290",0.0042861328125
"291",0.000544921875
"292",0.006060546875
"293",0.00324609375
"294",0.00523828125
"295",0.0009150390625
"296",0.0061337890625
"297",0.0026904296875
"298",0.007
"299",0.001083984375
"300",0.0062216796875
"301",0.003748046875
"302",0.00104296875
"303",0.00168359375
"304",0.0014619140625
"305",9.37500000000001e-05
"306",0.0015849609375
"307",0.003783203125
"308",0.001548828125
"309",0.000326171875
"310",0.0040400390625
"311",3.02734374999999e-05
"312",0.00205078125
"313",0.001423828125
"314",0.0030146484375
"315",0.0017802734375
"316",0.00078515625
"317",0.003201171875
"318",0.0004931640625
"319",0.00330859375
"320",0.0003388671875
"321",0.00053125
"322",0.002337890625
"323",0.005087890625
"324",0.0004140625
"325",0.001646484375
"326",0.000962890625
"327",0.00187109375
"328",0.0042919921875
"329",0.0016513671875
"330",0.0043671875
"331",0.0008095703125
"332",0.00465625
"333",0.0020185546875
"334",0.0058681640625
"335",0.00055859375
"336",0.004173828125
"337",0.0002998046875
"338",0.0037734375
"339",0.001775390625
"340",0.002509765625
"341",0.000666015625
"342",0.0005517578125
"343",0.0035732421875
"344",0.0003486328125
"345",0.0016806640625
"346",0.0020712890625
"347",0.00344921875
"348",0.0015966796875
"349",0.0004736328125
"350",0.002005859375
"351",0.000578125
"352",0.0033642578125
"353",0.0043056640625
"354",0.0003310546875
"355",0.0035302734375
"356",0.0002392578125
"357",0.0049150390625
"358",0.00458203125
"359",0.0115263671875
"360",0.0039541015625
"361",0.002205078125
"362",0.000546875
"363",0.006134765625
"364",0.0005888671875
"365",0.0017890625
"366",0.0039921875
"367",0.0018203125
"368",0.0049345703125
"369",0.00126171875
"370",0.005431640625
"371",0.0008955078125
"372",0.0069462890625
"373",0.000126953125
"374",0.0055283203125
"375",0.00151171875
"376",0.003861328125
"377",0.0016083984375
"378",0.0075087890625
"379",8.984375e-05
"380",0.00569921875
"381",0.002828125
"382",0.00426171875
"383",0.0010341796875
"384",0.0053984375
"385",0.0012021484375
"386",0.003548828125
"387",0.00032421875
"388",0.0031357421875
"389",0.001068359375
"390",0.005181640625
"391",0.001515625
"392",0.006435546875
"393",0.0021142578125
"394",0.0037939453125
"395",0.0019248046875
"396",0.0049501953125
"397",0.0010947265625
"398",0.002005859375
"399",0.000171875
"400",0.003521484375
"401",0.0005546875
"402",0.0049892578125
"403",0.0035859375
"404",0.003234375
"405",0.001080078125
"406",0.0064375
"407",0.00444921875
"408",0.004861328125
"409",0.0011650390625
"410",0.004630859375
"411",6.93359375e-05
"412",0.0026953125
"413",0.0001728515625
"414",0.0003095703125
"415",0.0058330078125
"416",0.0016044921875
"417",0.0030234375
"418",0.001451171875
"419",0.00051953125
"420",0.000658203125
"421",0.0036455078125
"422",0.002197265625
"423",0.0025419921875
"424",0.0031630859375
"425",0.0008251953125
"426",0.0008544921875
"427",0.0005234375
"428",0.0042255859375
"429",0.002724609375
"430",0.0026962890625
"431",0.0009736328125
"432",0.000978515625
"433",0.00126171875
"434",0.00713671875
"435",0.0012841796875
"436",0.000115234375
"437",0.00259375
"438",0.0020419921875
"439",0.0014921875
"440",0.0049833984375
"441",0.0015185546875
"442",0.0011201171875
"443",0.0044013671875
"444",0.001837890625
"445",0.0040263671875
"446",0.001015625
"447",0.0028369140625
"448",0.0025869140625
"449",0.0016748046875
"450",0.00089453125
"451",0.001029296875
"452",0.0010849609375
"453",0.004787109375
"454",0.0016767578125
"455",0.0035673828125
"456",0.00273046875
"457",0.00544921875
"458",0.0011376953125
"459",0.007009765625
"460",0.004837890625
"461",0.0036328125
"462",0.0003642578125
"463",0.0021025390625
"464",0.0003876953125
"465",0.0038076171875
"466",0.002361328125
"467",0.0007470703125
"468",0.0007978515625
"469",0.0054267578125
"470",0.0033896484375
"471",0.0036689453125
"472",0.0035537109375
"473",0.0015654296875
"474",0.0043125
"475",0.000525390625
"476",0.0038271484375
"477",0.001255859375
"478",0.0031259765625
"479",0.00161328125
"480",0.008056640625
"481",0.0049189453125
"482",0.002615234375
"483",0.0035244140625
"484",0.002765625
"485",0.0018935546875
"486",0.001423828125
"487",0.00174609375
"488",0.003248046875
"489",0.0003212890625
"490",0.0020927734375
"491",0.000337890625
"492",0.0059755859375
"493",0.0014931640625
"494",0.0031943359375
"495",0.00282421875
"496",0.0067548828125
"497",0.0010654296875
"498",0.00483203125
"499",0.0022001953125
"500",2.34375000000002e-05
"501",0.001568359375
"502",0.001611328125
"503",0.00609765625
"504",0.0012509765625
"505",0.003521484375
"506",0.000212890625
"507",0.0045791015625
"508",0.0010732421875
"509",0.0062939453125
"510",0.0001650390625
"511",0.0019873046875
"512",0.0007548828125
"513",0.003046875
"514",0.002958984375
"515",0.0007841796875
"516",0.0032333984375
"517",0.0030498046875
"518",0.0048955078125
"519",0.002296875
"520",0.00574609375
"521",0.000140625
"522",0.00280859375
"523",0.0008017578125
"524",0.00057421875
"525",0.0024755859375
"526",0.002248046875
"527",0.0005927734375
"528",0.0028671875
"529",0.003357421875
"530",0.0022451171875
"531",0.0023505859375
"532",0.0045205078125
"533",0.0014150390625
"534",0.0026630859375
"535",0.001560546875
"536",0.00446484375
"537",0.00242578125
"538",0.0052373046875
"539",0.0008671875
"540",0.0003759765625
"541",0.0013681640625
"542",0.004138671875
"543",0.0036640625
"544",0.0001611328125
"545",0.00110546875
"546",0.001091796875
"547",0.00229296875
"548",0.001046875
"549",0.0073134765625
"550",0.0004658203125
"551",0.0052099609375
"552",0.0011171875
"553",0.0048818359375
"554",0.000130859375
"555",0.0058681640625
"556",8.984375e-05
"557",0.0013740234375
"558",0.0012587890625
"559",0.004845703125
"560",0.0037236328125
"561",0.00233203125
"562",0.001384765625
"563",0.0074091796875
"564",0.0022822265625
"565",0.0040888671875
"566",0.0026015625
"567",0.0013466796875
"568",0.0033544921875
"569",0.0019736328125
"570",0.0084072265625
"571",0.002798828125
"572",0.0063173828125
"573",0.0043720703125
"574",0.006244140625
"575",0.002857421875
"576",0.0044150390625
"577",0.0016552734375
"578",0.0012041015625
"579",0.0019423828125
"580",0.0032412109375
"581",0.000697265625
"582",0.000955078125
"583",0.0038623046875
"584",0.0001865234375
"585",0.0019814453125
"586",0.001625
"587",0.0077333984375
"588",0.0052646484375
"589",0.004263671875
"590",0.0013544921875
"591",0.0056201171875
"592",0.0035458984375
"593",0.00671484375
"594",0.001599609375
"595",0.0023876953125
"596",0.00453125
"597",0.0047705078125
"598",0.0073251953125
"599",0.0007626953125
"600",0.003396484375
"601",0.002263671875
"602",0.00358984375
"603",0.0015126953125
"604",0.0018154296875
"605",0.001716796875
"606",0.0076923828125
"607",0.001455078125
"608",0.007001953125
"609",0.001888671875
"610",0.008412109375
"611",0.0018369140625
"612",0.005849609375
"613",0.0003017578125
"614",0.002966796875
"615",0.0008828125
"616",0.00508203125
"617",0.00575
"618",4.88281249999992e-06
"619",0.0021552734375
"620",0.0001474609375
"621",0.000583984375
"622",0.0026513671875
"623",0.000701171875
"624",0.0044931640625
"625",0.0015068359375
"626",0.0030771484375
"627",0.0016416015625
"628",0.0054140625
"629",0.0021064453125
"630",0.002595703125
"631",0.002111328125
"632",0.005201171875
"633",0.00080859375
"634",0.00260546875
"635",0.0007548828125
"636",0.0021240234375
"637",0.0007744140625
"638",0.001916015625
"639",0.0055224609375
"640",0.0029169921875
"641",0.001873046875
"642",0.0046083984375
"643",0.0005078125
"644",0.003849609375
"645",0.0026513671875
"646",0.000767578125
"647",0.0018046875
"648",0.0016142578125
"649",0.0005888671875
"650",0.004734375
"651",0.003197265625
"652",0.0048837890625
"653",0.00047265625
"654",0.0042294921875
"655",0.0011416015625
"656",0.0021552734375
"657",0.0027587890625
"658",0.0006328125
"659",0.000111328125
"660",7.22656249999998e-05
"661",0.0039921875
"662",0.001142578125
"663",0.003578125
"664",0.00067578125
"665",0.00018359375
"666",0.0031162109375
"667",0.002400390625
"668",0.00072265625
"669",0.001423828125
"670",0.002859375
"671",0.0042763671875
"672",0.001185546875
"673",0.0034052734375
"674",0.0014482421875
"675",0.0034130859375
"676",0.00190234375
"677",0.002490234375
"678",0.0002451171875
"679",0.00225390625
"680",0.005552734375
"681",0.00437109375
"682",0.0011689453125
"683",0.0044365234375
"684",0.0010859375
"685",0.0024697265625
"686",7.32421875000001e-05
"687",0.0033603515625
"688",0.0003486328125
"689",0.0032314453125
"690",0.00079296875
"691",0.0012841796875
"692",0.00046875
"693",0.00107421875
"694",0.0018193359375
"695",0.0060703125
"696",0.0012197265625
"697",0.0027373046875
"698",0.000568359375
"699",0.0027314453125
"700",0.001384765625
"701",9.96093750000001e-05
"702",0.008314453125
"703",0.003111328125
"704",0.0049169921875
"705",0.0004091796875
"706",0.003033203125
"707",0.0001005859375
"708",0.004111328125
"709",0.0001943359375
"710",0.00278515625
"711",0.0017099609375
"712",0.00301953125
"713",0.0022138671875
"714",0.0030234375
"715",0.0013671875
"716",0.0031328125
"717",0.0028701171875
"718",0.001845703125
"719",0.0011611328125
"720",0.0028037109375
"721",0.00094921875
"722",0.00540234375
"723",0.001232421875
"724",0.0001953125
"725",0.0001865234375
"726",0.0023056640625
"727",0.000708984375
"728",0.003041015625
"729",0.00398828125
"730",0.0021171875
"731",0.002796875
"732",0.00024609375
"733",0.007078125
"734",0.000671875
"735",0.0034091796875
"736",0.0031435546875
"737",0.0042236328125
"738",0.001076171875
"739",0.006869140625
"740",8.49609374999999e-05
"741",0.00015234375
"742",0.003046875
"743",0.00013671875
"744",0.00278515625
"745",0.0011875
"746",0.0092685546875
"747",0.0028828125
"748",0.0045966796875
"749",0.0033955078125
"750",0.0042138671875
"751",0.0012646484375
"752",0.00375390625
"753",0.0013408203125
"754",0.000193359375
"755",0.0027197265625
"756",0.00314453125
"757",0.00571875
"758",0.0010869140625
"759",0.003798828125
"760",0.0004833984375
"761",0.0029501953125
"762",0.0008212890625
"763",0.0033515625
"764",0.0004521484375
"765",0.0030693359375
"766",0.0002265625
"767",0.0060205078125
"768",0.0004775390625
"769",0.0054892578125
"770",0.0001435546875
"771",0.0052333984375
"772",0.0001884765625
"773",0.0052724609375
"774",0.0013759765625
"775",0.00105078125
"776",0.004193359375
"777",4.39453125000001e-05
"778",0.005181640625
"779",0.002044921875
"780",0.00437890625
"781",0.003560546875
"782",0.004173828125
"783",0.00317578125
"784",0.006267578125
"785",0.001013671875
"786",0.0040947265625
"787",0.002310546875
"788",0.0029404296875
"789",0.0003330078125
"790",0.0042841796875
"791",0.0014384765625
"792",0.00151171875
"793",0.002970703125
"794",0.0039970703125
"795",0.0001826171875
"796",0.0027431640625
"797",0.002255859375
"798",0.0034443359375
"799",0.0010029296875
"800",0.0019423828125
"801",0.001150390625
"802",0.0032431640625
"803",0.0035947265625
"804",0.00440625
"805",0.0013828125
"806",0.0049580078125
"807",0.0023759765625
"808",0.006603515625
"809",0.0007275390625
"810",0.0042412109375
"811",0.0002294921875
"812",0.003056640625
"813",0.001005859375
"814",0.005837890625
"815",0.0021416015625
"816",0.0016337890625
"817",0.0030927734375
"818",0.0024541015625
"819",0.0002734375
"820",0.0063779296875
"821",0.0039169921875
"822",0.002232421875
"823",0.00165234375
"824",0.0019375
"825",0.003765625
"826",2.14843750000001e-05
"827",0.0046142578125
"828",0.001380859375
"829",0.003115234375
"830",0.001173828125
"831",0.0039091796875
"832",0.00141796875
"833",0.0010673828125
"834",0.000697265625
"835",0.003599609375
"836",0.0014169921875
"837",0.0028359375
"838",0.0020087890625
"839",0.00382421875
"840",0.0046044921875
"841",0.0001533203125
"842",0.0035771484375
"843",0.0016572265625
"844",0.0005849609375
"845",0.0023701171875
"846",0.00091015625
"847",0.002015625
"848",0.0021376953125
"849",0.0012783203125
"850",0.000966796875
"851",0.0050986328125
"852",0.0010791015625
"853",0.0023232421875
"854",0.0022763671875
"855",0.00364453125
"856",0.000453125
"857",0.0004365234375
"858",0.0021572265625
"859",0.0028681640625
"860",0.0004697265625
"861",0.0044921875
"862",0.00022265625
"863",0.0031826171875
"864",0.0013544921875
"865",0.0038837890625
"866",0.0043310546875
"867",0.0019365234375
"868",0.0018359375
"869",0.002234375
"870",0.001267578125
"871",0.002294921875
"872",0.00298828125
"873",0.0018291015625
"874",0.003171875
"875",0.0046279296875
"876",0.00026171875
"877",0.0062509765625
"878",0.0002470703125
"879",0.0028115234375
"880",0.000228515625
"881",0.002224609375
"882",0.003341796875
"883",0.0005595703125
"884",0.000322265625
"885",0.0001376953125
"886",0.0045458984375
"887",0.0015537109375
"888",0.0003955078125
"889",0.001341796875
"890",0.0003017578125
"891",0.0002265625
"892",0.00579296875
"893",0.003533203125
"894",0.002248046875
"895",0.001130859375
"896",0.0070185546875
"897",0.0024912109375
"898",0.006318359375
"899",0.0017021484375
"900",0.00324609375
"901",0.0045888671875
"902",0.0024404296875
"903",0.003208984375
"904",0.002388671875
"905",0.0022080078125
"906",5e-04
"907",0.0028017578125
"908",0.0025439453125
"909",0.0031513671875
"910",0.00154296875
"911",0.0004521484375
"912",0.0018876953125
"913",0.0017412109375
"914",0.0038447265625
"915",0.004236328125
"916",0.001521484375
"917",0.0044375
"918",4.39453124999998e-05
"919",0.0026064453125
"920",0.0023251953125
"921",0.0011640625
"922",0.000453125
"923",0.00226171875
"924",0.00379296875
"925",0.00288671875
"926",0.0027705078125
"927",0.0047724609375
"928",0.0017451171875
"929",0.0031162109375
"930",0.0021708984375
"931",0.006580078125
"932",0.0027529296875
"933",0.0039345703125
"934",0.001056640625
"935",0.0005517578125
"936",0.0024345703125
"937",0.0019560546875
"938",0.003478515625
"939",0.0024609375
"940",0.0019228515625
"941",0.004076171875
"942",0.000595703125
"943",0.0020341796875
"944",0.0022451171875
"945",0.0062197265625
"946",0.00191796875
"947",0.00378515625
"948",0.000224609375
"949",0.001326171875
"950",0.0004658203125
"951",0.004568359375
"952",0.0030234375
"953",0.0019287109375
"954",0.000529296875
"955",0.002345703125
"956",0.0015390625
"957",0.00658203125
"958",0.002572265625
"959",0.00382421875
"960",0.002908203125
"961",0.0054609375
"962",0.0016826171875
"963",0.004861328125
"964",0.0017158203125
"965",0.0044619140625
"966",0.00170703125
"967",0.0031416015625
"968",0.0017275390625
"969",0.0035419921875
"970",0.0041689453125
"971",0.0007392578125
"972",0.0004833984375
"973",0.0013115234375
"974",0.002626953125
"975",0.003486328125
"976",0.0031044921875
"977",0.0011455078125
"978",0.00037109375
"979",0.0038125
"980",0.00200390625
"981",0.0026318359375
"982",1.5625e-05
"983",0.0045908203125
"984",0.0024072265625
"985",0.0052109375
"986",0.0016904296875
"987",0.0010546875
"988",0.0023818359375
"989",0.0001767578125
"990",5.37109374999999e-05
"991",0.005884765625
"992",0.0010185546875
"993",0.001787109375
"994",0.001818359375
"995",0.0055556640625
"996",0.0013828125
"997",0.0042080078125
"998",0.0011328125
"999",0.002142578125
"1000",0.002294921875
"1001",0.00391796875
"1002",0.000111328125
"1003",0.004658203125
"1004",0.001064453125
"1005",0.00589453125
"1006",0.0011142578125
"1007",0.0028623046875
"1008",0.00019921875
"1009",0.0039521484375
"1010",0.0022392578125
"1011",0.002333984375
"1012",0.0040830078125
"1013",0.0008037109375
"1014",0.000333984375
"1015",0.003974609375
"1016",0.0032529296875
"1017",0.0007900390625
"1018",0.0032138671875
"1019",5.07812500000002e-05
"1020",0.0054326171875
"1021",0.00384375
"1022",0.00052734375
"1023",0.0083896484375
"1024",0.00408203125
"1025",0.006525390625
"1026",0.0017119140625
"1027",0.004296875
"1028",0.0016484375
"1029",0.00317578125
"1030",0.00020703125
"1031",0.0024638671875
"1032",0.00158984375
"1033",0.0019111328125
"1034",0.004138671875
"1035",0.0024140625
"1036",0.001580078125
"1037",0.001291015625
"1038",0.0009716796875
"1039",0.0035146484375
"1040",0.0010126953125
"1041",0.003193359375
"1042",0.00218359375
"1043",0.0035166015625
"1044",0.00144140625
"1045",0.0078818359375
"1046",0.0010751953125
"1047",0.003720703125
"1048",0.00092578125
"1049",0.003080078125
"1050",0.00152734375
"1051",0.0043212890625
"1052",0.0011240234375
"1053",0.0001484375
"1054",0.00218359375
"1055",0.0007861328125
"1056",0.0056220703125
"1057",0.0010498046875
"1058",0.0034091796875
"1059",0.0011103515625
"1060",0.003736328125
"1061",0.0006201171875
"1062",0.0023076171875
"1063",0.0002119140625
"1064",0.0067548828125
"1065",0.0021865234375
"1066",0.0011357421875
"1067",0.00049609375
"1068",0.00117578125
"1069",0.0031767578125
"1070",0.0008515625
"1071",0.002728515625
"1072",0.000998046875
"1073",0.005232421875
"1074",0.000595703125
"1075",0.0084482421875
"1076",0.00254296875
"1077",0.006986328125
"1078",0.0026318359375
"1079",0.0063837890625
"1080",0.002728515625
"1081",0.00237890625
"1082",0.0012236328125
"1083",0.0002216796875
"1084",0.0034697265625
"1085",0.000958984375
"1086",0.0012646484375
"1087",0.0002412109375
"1088",0.003189453125
"1089",0.002306640625
"1090",0.0017177734375
"1091",0.000759765625
"1092",0.00346484375
"1093",0.0025166015625
"1094",0.0022197265625
"1095",0.001826171875
"1096",0.004904296875
"1097",0.0003798828125
"1098",0.0052724609375
"1099",0.0010576171875
"1100",0.00679296875
"1101",0.0024951171875
"1102",0.0028642578125
"1103",0.0008515625
"1104",0.0043349609375
"1105",0.003255859375
"1106",0.00237890625
"1107",0.0004345703125
"1108",0.0045908203125
"1109",0.001150390625
"1110",0.0024287109375
"1111",0.003740234375
"1112",0.0022529296875
"1113",0.0020263671875
"1114",0.0017255859375
"1115",0.0001884765625
"1116",0.002689453125
"1117",0.0035537109375
"1118",0.00208984375
"1119",0.0039970703125
"1120",0.0047490234375
"1121",0.0033505859375
"1122",0.0046591796875
"1123",5.17578125000001e-05
"1124",0.003361328125
"1125",0.0009296875
"1126",0.007052734375
"1127",0.0008955078125
"1128",0.005203125
"1129",0.001638671875
"1130",0.005029296875
"1131",0.000744140625
"1132",0.0056103515625
"1133",0.000126953125
"1134",0.000943359375
"1135",0.001201171875
"1136",0.0020625
"1137",0.00284375
"1138",0.00269921875
"1139",0.0021630859375
"1140",0.0016982421875
"1141",0.003400390625
"1142",0.0021025390625
"1143",0.0016669921875
"1144",0.0027666015625
"1145",0.0028642578125
"1146",0.0026279296875
"1147",0.000734375
"1148",0.00430078125
"1149",0.002169921875
"1150",0.00353125
"1151",0.0039423828125
"1152",0.0033740234375
"1153",0.0064501953125
"1154",0.0001357421875
"1155",0.003990234375
"1156",0.0012646484375
"1157",0.0047705078125
"1158",0.00275390625
"1159",0.0030576171875
"1160",0.00322265625
"1161",0.0019453125
"1162",0.003796875
"1163",5.85937499999985e-06
"1164",0.0030400390625
"1165",0.0018447265625
"1166",0.0029248046875
"1167",0.000724609375
"1168",0.002748046875
"1169",0.0005849609375
"1170",0.0025830078125
"1171",0.0038837890625
"1172",0.000408203125
"1173",0.00196484375
"1174",0.0013271484375
"1175",0.0056044921875
"1176",0.001853515625
"1177",0.006349609375
"1178",0.00021484375
"1179",0.0048701171875
"1180",0.0006572265625
"1181",0.0013037109375
"1182",6.34765625e-05
"1183",0.003119140625
"1184",0.0001796875
"1185",0.0087919921875
"1186",0.0025302734375
"1187",0.005025390625
"1188",0.00413671875
"1189",0.0065322265625
"1190",0.0004384765625
"1191",0.009193359375
"1192",0.0009541015625
"1193",0.0012802734375
"1194",0.0005419921875
"1195",0.0035849609375
"1196",0.001705078125
"1197",0.000787109375
"1198",0.0011240234375
"1199",0.001978515625
"1200",0.00234375
"1201",0.00176953125
"1202",0.001021484375
"1203",0.00091015625
"1204",0.00326171875
"1205",0.001712890625
"1206",0.006326171875
"1207",0.0024169921875
"1208",0.006166015625
"1209",0.004154296875
"1210",0.00504296875
"1211",0.00225390625
"1212",0.0076396484375
"1213",0.00081640625
"1214",0.00716015625
"1215",0.0001357421875
"1216",0.003095703125
"1217",0.0002900390625
"1218",0.00241796875
"1219",0.003748046875
"1220",0.000498046875
"1221",0.0005810546875
"1222",0.0039052734375
"1223",0.001375
"1224",0.0033720703125
"1225",0.00059375
"1226",0.00480859375
"1227",8.39843749999999e-05
"1228",0.00313671875
"1229",0.0033203125
"1230",0.0005703125
"1231",0.0017138671875
"1232",0.003248046875
"1233",0.0078056640625
"1234",0.003451171875
"1235",0.0058984375
"1236",0.0016396484375
"1237",0.0032880859375
"1238",0.0026005859375
"1239",0.0060283203125
"1240",0.0010029296875
"1241",0.0029462890625
"1242",0.0009677734375
"1243",0.0045439453125
"1244",0.002076171875
"1245",0.00215234375
"1246",0.0017705078125
"1247",0.0064853515625
"1248",0.001048828125
"1249",0.00265625
"1250",0.003447265625
"1251",0.0008525390625
"1252",0.0015908203125
"1253",0.00189453125
"1254",0.0073154296875
"1255",0.00090625
"1256",0.00460546875
"1257",0.0041279296875
"1258",0.005650390625
"1259",0.00259765625
"1260",0.0071044921875
"1261",0.0005927734375
"1262",4.78515624999999e-05
"1263",0.0019833984375
"1264",0.002966796875
"1265",0.0025
"1266",0.002123046875
"1267",0.0025302734375
"1268",9.08203125e-05
"1269",0.006087890625
"1270",0.000470703125
"1271",0.000259765625
"1272",0.0031728515625
"1273",0.00206640625
"1274",0.0005078125
"1275",0.0053271484375
"1276",0.0024267578125
"1277",0.001462890625
"1278",0.0003798828125
"1279",0.004810546875
"1280",0.0025625
"1281",0.0041455078125
"1282",0.0013876953125
"1283",0.004255859375
"1284",0.0009697265625
"1285",0.0044208984375
"1286",0.0040390625
"1287",0.00508203125
"1288",0.001791015625
"1289",0.0051806640625
"1290",0.0039453125
"1291",0.00468359375
"1292",0.0013017578125
"1293",0.004919921875
"1294",0.0011123046875
"1295",0.0035546875
"1296",0.000310546875
"1297",0.002060546875
"1298",0.0037099609375
"1299",0.00271484375
"1300",8.49609375e-05
"1301",0.005646484375
"1302",0.0001259765625
"1303",0.001650390625
"1304",0.0003564453125
"1305",0.0031279296875
